Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
περιήστραψεν,flashed around,V-AIA-3S,G4015,Acts 9,3147
Σαοὺλ,Saul,N-VMS,G4549,Acts 9,3148
κέντρα,the goads,N-ANP,G2759,Acts 9,3149
λακτίζειν,to kick,V-PNA,G2979,Acts 9,3150
συνοδεύοντες,traveling with,V-PPA-NMP,G4922,Acts 9,3151
ἐνεοί,speechless,Adj-NMP,G1769,Acts 9,3152
χειραγωγοῦντες,Leading by the hand,V-PPA-NMP,G5496,Acts 9,3153
Ταρσέα,of Tarsus,N-AMS,G5018,Acts 9,3154
ἐκλογῆς,of choice,N-GFS,G1589,Acts 9,3155
ἀπέπεσαν,fell,V-AIA-3P,G634,Acts 9,3156
λεπίδες,scales,N-NFP,G3013,Acts 9,3157
πορθήσας,having ravaged,V-APA-NMS,G4199,Acts 9,3158
ἐνεδυναμοῦτο,was empowered,V-IIM/P-3S,G1743,Acts 9,3159
συμβιβάζων,proving,V-PPA-NMS,G4822,Acts 9,3160
ἐπιβουλὴ,plot,N-NFS,G1917,Acts 9,3161
τείχους,wall,N-GNS,G5038,Acts 9,3162
ἐπαρρησιάσατο,he had spoken boldly,V-AIM-3S,G3955,Acts 9,3163
Ταρσόν,Tarsus,N-AFS,G5019,Acts 9,3164
Λύδδα,Lydda,N-AFS,G3069,Acts 9,3165
Αἰνέαν,Aeneas,N-AMS,G132,Acts 9,3166
Σαρῶνα,Sharon,N-AMS,G4565,Acts 9,3167
Ἰόππῃ,Joppa,N-DFS,G2445,Acts 9,3168
μαθήτρια,a disciple,N-NFS,G3102,Acts 9,3169
Ταβιθά,Tabitha,N-NFS,G5000,Acts 9,3170
Δορκάς,Dorcas,N-NFS,G1393,Acts 9,3171
ὀκνήσῃς,to delay,V-ASA-2S,G3635,Acts 9,3172
βυρσεῖ,a tanner,N-DMS,G1038,Acts 9,3173
Κορνήλιος,Cornelius,N-NMS,G2883,Acts 10,3174
Ἰταλικῆς,Italian,Adj-GFS,G2483,Acts 10,3175
εὐσεβὴς,devout,Adj-NMS,G2152,Acts 10,3176
μετάπεμψαι,summon,V-AMM-2S,G3343,Acts 10,3177
ξενίζεται,lodges,V-PIM/P-3S,G3579,Acts 10,3178
ὁδοιπορούντων,as are journeying,V-PPA-GMP,G3596,Acts 10,3179
πρόσπεινος,hungry,Adj-NMS,G4361,Acts 10,3180
παρασκευαζόντων,as were preparing,V-PPA-GMP,G3903,Acts 10,3181
ὀθόνην,a sheet,N-AFS,G3607,Acts 10,3182
τετράποδα,quadrupeds,Adj-NNP,G5074,Acts 10,3183
ἑρπετὰ,creeping things,N-NNP,G2062,Acts 10,3184
Μηδαμῶς,In no way,Adv,G3365,Acts 10,3185
διερωτήσαντες,having inquired for,V-APA-NMP,G1331,Acts 10,3186
Εἰσκαλεσάμενος,Having called in,V-APM-NMS,G1528,Acts 10,3187
ἀναγκαίους,close,Adj-AMP,G316,Acts 10,3188
συνομιλῶν,talking with,V-PPA-NMS,G4926,Acts 10,3189
ἀθέμιτόν,unlawful,Adj-NNS,G111,Acts 10,3190
ἀλλοφύλῳ,to a foreigner,Adj-DMS,G246,Acts 10,3191
ἀναντιρρήτως,without objection,Adv,G369,Acts 10,3192
προσωπολήμπτης,One who shows partiality,N-NMS,G4381,Acts 10,3193
εὐεργετῶν,doing good,V-PPA-NMS,G2109,Acts 10,3194
καταδυναστευομένους,being oppressed,V-PPM/P-AMP,G2616,Acts 10,3195
ἐμφανῆ,manifest,Adj-AMS,G1717,Acts 10,3196
προκεχειροτονημένοις,having been chosen beforehand,V-RPM/P-DMP,G4401,Acts 10,3197
συνεπίομεν,drink with,V-AIA-1P,G4844,Acts 10,3198
ἀκροβυστίαν,uncircumcision,N-AFS,G203,Acts 11,3199
Φοινίκης,Phoenicia,N-GFS,G5403,Acts 11,3200
Κύπρου,Cyprus,N-GFS,G2954,Acts 11,3201
Ἀντιοχείας,Antioch,N-GFS,G490,Acts 11,3202
Χριστιανούς,Christians,N-AMP,G5546,Acts 11,3203
Ἅγαβος,Agabus,N-NMS,G13,Acts 11,3204
Κλαυδίου,Claudius,N-GMS,G2804,Acts 11,3205
εὐπορεῖτό,was prospered,V-IIM-3S,G2141,Acts 11,3206
τετραδίοις,sets of four,N-DNP,G5069,Acts 12,3207
ἐκτενῶς,fervent,Adv,G1619,Acts 12,3208
οἰκήματι,cell,N-DNS,G3612,Acts 12,3209
ἐξέπεσαν,fell,V-AIA-3P,G1601,Acts 12,3210
σιδηρᾶν,iron,Adj-AFS,G4603,Acts 12,3211
Μάρκου,Mark,N-GMS,G3138,Acts 12,3212
Ῥόδη,Rhoda,N-NFS,G4498,Acts 12,3213
εἰσδραμοῦσα,having run in,V-APA-NFS,G1532,Acts 12,3214
κατασείσας,Having made a sign,V-APA-NMS,G2678,Acts 12,3215
τάραχος,disturbance,N-NMS,G5017,Acts 12,3216
θυμομαχῶν,furiously angry,V-PPA-NMS,G2371,Acts 12,3217
Τυρίοις,with the Tyrians,N-DMP,G5183,Acts 12,3218
Βλάστον,Blastus,N-AMS,G986,Acts 12,3219
κοιτῶνος,bedchamber,N-GMS,G2846,Acts 12,3220
τακτῇ,On the appointed,Adj-DFS,G5002,Acts 12,3221
ἐδημηγόρει,was making an address,V-IIA-3S,G1215,Acts 12,3222
δῆμος,the people,N-NMS,G1218,Acts 12,3223
σκωληκόβρωτος,eaten by worms,Adj-NMS,G4662,Acts 12,3224
συμπαραλαβόντες,having taken with them,V-APA-NMP,G4838,Acts 12,3225
Νίγερ,Niger,N-NMS,G3526,Acts 13,3226
Λούκιος,Lucius,N-NMS,G3066,Acts 13,3227
Μαναήν,Manaen,N-NMS,G3127,Acts 13,3228
σύντροφος,brought up with,Adj-NMS,G4939,Acts 13,3229
Λειτουργούντων,As were ministering,V-PPA-GMP,G3008,Acts 13,3230
ἐκπεμφθέντες,having been sent forth,V-APP-NMP,G1599,Acts 13,3231
Σελεύκειαν,Seleucia,N-AFS,G4581,Acts 13,3232
ἀπέπλευσαν,they sailed,V-AIA-3P,G636,Acts 13,3233
Σαλαμῖνι,Salamis,N-DFS,G4529,Acts 13,3234
νῆσον,island,N-AFS,G3520,Acts 13,3235
Πάφου,Paphos,N-GFS,G3974,Acts 13,3236
Βαριησοῦ,was Bar-Jesus,N-GMS,G919,Acts 13,3237
ἀνθυπάτῳ,proconsul,N-DMS,G446,Acts 13,3238
Σεργίῳ,Sergius,N-DMS,G4588,Acts 13,3239
Παύλῳ,Paulus,N-DMS,G3972,Acts 13,3240
Ἐλύμας,Elymas,N-NMS,G1681,Acts 13,3241
ῥᾳδιουργίας,craft,N-GFS,G4468,Acts 13,3242
ἀχλὺς,mist,N-NFS,G887,Acts 13,3243
χειραγωγούς,someone to lead him by the hand,N-AMP,G5497,Acts 13,3244
Πέργην,Perga,N-AFS,G4011,Acts 13,3245
Πισιδίαν,of Pisidia,N-AFS,G4099,Acts 13,3246
ἀνάγνωσιν,reading,N-AFS,G320,Acts 13,3247
παροικίᾳ,sojourn,N-DFS,G3940,Acts 13,3248
ἐτροποφόρησεν,He endured the ways,V-AIA-3S,G5159,Acts 13,3249
κατεκληρονόμησεν,He gave as an inheritance,V-AIA-3S,G2624,Acts 13,3250
Κίς,of Kish,N-GMS,G2797,Acts 13,3251
Βενιαμίν,of Benjamin,N-GMS,G958,Acts 13,3252
προκηρύξαντος,having proclaimed,V-APA-GMS,G4296,Acts 13,3253
εἰσόδου,coming,N-GFS,G1529,Acts 13,3254
δρόμον,course,N-AMS,G1408,Acts 13,3255
ὑπονοεῖτε,do you suppose,V-PIA-2P,G5282,Acts 13,3256
ἐκπεπλήρωκεν,has fulfilled,V-RIA-3S,G1603,Acts 13,3257
ὑπηρετήσας,having served,V-APA-NMS,G5256,Acts 13,3258
καταφρονηταί,scoffers,N-VMP,G2707,Acts 13,3259
ἐκδιηγῆται,should declare it,V-PSM/P-3S,G1555,Acts 13,3260
Ἐξιόντων,Having departed,V-PPA-GMP,G1826,Acts 13,3261
προσλαλοῦντες,speaking,V-PPA-NMP,G4354,Acts 13,3262
σχεδὸν,almost,Adv,G4975,Acts 13,3263
παρώτρυναν,incited,V-AIA-3P,G3951,Acts 13,3264
ἐπήγειραν,they stirred up,V-AIA-3P,G1892,Acts 13,3265
Ἰκόνιον,Iconium,N-ANS,G2430,Acts 13,3266
ὁρμὴ,a rush,N-NFS,G3730,Acts 14,3267
κατέφυγον,they fled,V-AIA-3P,G2703,Acts 14,3268
Λυκαονίας,of Lycaonia,N-GFS,G3071,Acts 14,3269
Λύστραν,Lystra,N-AFS,G3082,Acts 14,3270
Δέρβην,Derbe,N-AFS,G1191,Acts 14,3271
ὀρθός,upright,Adj-NMS,G3717,Acts 14,3272
Λυκαονιστὶ,in Lycaonian,Adv,G3072,Acts 14,3273
Δία,Zeus,N-AMS,G2203,Acts 14,3274
Ἑρμῆν,Hermes,N-AMS,G2060,Acts 14,3275
στέμματα,wreaths,N-ANP,G4725,Acts 14,3276
ὁμοιοπαθεῖς,of like nature,Adj-NMP,G3663,Acts 14,3277
ματαίων,vanities,Adj-GNP,G3152,Acts 14,3278
παρῳχημέναις,past,V-RPM/P-DFP,G3944,Acts 14,3279
καίτοι,And yet,Conj,G2543,Acts 14,3280
ἀμάρτυρον,without witness,Adj-AMS,G267,Acts 14,3281
ἀγαθουργῶν,doing good,V-PPA-NMS,G14,Acts 14,3282
οὐρανόθεν,from heaven,Adv,G3771,Acts 14,3283
ὑετοὺς,rains,N-AMP,G5205,Acts 14,3284
καρποφόρους,fruitful,Adj-AMP,G2593,Acts 14,3285
μόλις,hardly,Adv,G3433,Acts 14,3286
κατέπαυσαν,they stopped,V-AIA-3P,G2664,Acts 14,3287
ἐπιστηρίζοντες,strengthening,V-PPA-NMP,G1991,Acts 14,3288
ἐμμένειν,to continue,V-PNA,G1696,Acts 14,3289
Χειροτονήσαντες,Having chosen,V-APA-NMP,G5500,Acts 14,3290
Ἀττάλειαν,Attalia,N-AFS,G825,Acts 14,3291
ζητήματος,question,N-GNS,G2213,Acts 15,3292
προπεμφθέντες,having been sent forward,V-APP-NMP,G4311,Acts 15,3293
ἐπιστροφὴν,conversion,N-AFS,G1995,Acts 15,3294
ἀνοικοδομήσω,will rebuild,V-FIA-1S,G456,Acts 15,3295
κατεσκαμμένα,ruins,V-RPM/P-ANP,G2679,Acts 15,3296
κατάλοιποι,remnant,Adj-NMP,G2645,Acts 15,3297
παρενοχλεῖν,to trouble,V-PNA,G3926,Acts 15,3298
ἐπιστεῖλαι,to write,V-ANA,G1989,Acts 15,3299
ἀλισγημάτων,pollutions,N-GNP,G234,Acts 15,3300
πνικτοῦ,which is strangled,Adj-GNS,G4156,Acts 15,3301
Σιλᾶν,Silas,N-AMS,G4609,Acts 15,3302
ἀνασκευάζοντες,upsetting,V-PPA-NMP,G384,Acts 15,3303
ἐπάναγκες,necessary things,Adv,G1876,Acts 15,3304
εἰδωλοθύτων,from things sacrificed to idols,Adj-GNP,G1494,Acts 15,3305
Ἔρρωσθε,Farewell,V-RMM/P-2P,G4517,Acts 15,3306
παροξυσμός,a sharp disagreement,N-NMS,G3948,Acts 15,3307
ἀποχωρισθῆναι,separated,V-ANP,G673,Acts 15,3308
ἐκπλεῦσαι,sailed,V-ANA,G1602,Acts 15,3309
Κατήντησεν,He came,V-AIA-3S,G2658,Acts 16,3310
Τιμόθεος,Timothy,N-NMS,G5095,Acts 16,3311
Γαλατικὴν,the Galatian,Adj-AFS,G1054,Acts 16,3312
Μυσίαν,Mysia,N-AFS,G3465,Acts 16,3313
Βιθυνίαν,Bithynia,N-AFS,G978,Acts 16,3314
Τρῳάδα,Troas,N-AFS,G5174,Acts 16,3315
Μακεδών,of Macedonia,N-NMS,G3110,Acts 16,3316
Μακεδονίαν,Macedonia,N-AFS,G3109,Acts 16,3317
εὐθυδρομήσαμεν,we made a straight course,V-AIA-1P,G2113,Acts 16,3318
Σαμοθρᾴκην,Samothrace,N-AFS,G4543,Acts 16,3319
Φιλίππους,Philippi,N-AMP,G5375,Acts 16,3320
κολωνία,a colony,N-NFS,G2862,Acts 16,3321
Λυδία,Lydia,N-NFS,G3070,Acts 16,3322
πορφυρόπωλις,a seller of purple,N-NFS,G4211,Acts 16,3323
Θυατείρων,of Thyatira,N-GNP,G2363,Acts 16,3324
Πύθωνα,of Python,N-AMS,G4436,Acts 16,3325
μαντευομένη,by fortune-telling,V-PPM/P-NFS,G3132,Acts 16,3326
ἐκταράσσουσιν,exceedingly trouble,V-PIA-3P,G1613,Acts 16,3327
συνεπέστη,rose up together,V-AIA-3S,G4911,Acts 16,3328
περιρήξαντες,having torn off,V-APA-NMP,G4048,Acts 16,3329
ῥαβδίζειν,they be beaten with rods,V-PNA,G4463,Acts 16,3330
δεσμοφύλακι,jailer,N-DMS,G1200,Acts 16,3331
ἐσωτέραν,inner,Adj-AFS-C,G2082,Acts 16,3332
ἐπηκροῶντο,Were listening,V-IIM/P-3P,G1874,Acts 16,3333
ἀνέθη,were loosed,V-AIP-3S,G447,Acts 16,3334
Ἔξυπνος,Awoken,Adj-NMS,G1853,Acts 16,3335
πανοικεὶ,with all his household,Adv,G3832,Acts 16,3336
ῥαβδούχους,officers,N-AMP,G4465,Acts 16,3337
ἀκατακρίτους,uncondemned,Adj-AMP,G178,Acts 16,3338
Ἀμφίπολιν,Amphipolis,N-AFS,G295,Acts 17,3339
Ἀπολλωνίαν,Apollonia,N-AFS,G624,Acts 17,3340
Θεσσαλονίκην,Thessalonica,N-AFS,G2332,Acts 17,3341
προσεκληρώθησαν,joined themselves,V-AIP-3P,G4345,Acts 17,3342
ἀγοραίων,market-loungers,Adj-GMP,G60,Acts 17,3343
ὀχλοποιήσαντες,having collected a crowd,V-APA-NMP,G3792,Acts 17,3344
Ἰάσονος,of Jason,N-GMS,G2394,Acts 17,3345
πολιτάρχας,city authorities,N-AMP,G4173,Acts 17,3346
ἀναστατώσαντες,having upset,V-APA-NMP,G387,Acts 17,3347
Βέροιαν,Berea,N-AFS,G960,Acts 17,3348
ἀπῄεσαν,went,V-IIA-3P,G549,Acts 17,3349
προθυμίας,readiness,N-GFS,G4288,Acts 17,3350
Ἀθηνῶν,Athens,N-GFP,G116,Acts 17,3351
τάχιστα,quickly as possible,Adj-ANP-S,G5033,Acts 17,3352
παρωξύνετο,was provoked,V-IIM/P-3S,G3947,Acts 17,3353
κατείδωλον,utterly idolatrous,Adj-AFS,G2712,Acts 17,3354
παρατυγχάνοντας,meeting him,V-PPA-AMP,G3909,Acts 17,3355
Ἐπικουρείων,Epicureans,N-GMP,G1946,Acts 17,3356
Στοϊκῶν,Stoics,Adj-GMP,G4770,Acts 17,3357
φιλοσόφων,philosophers,N-GMP,G5386,Acts 17,3358
σπερμολόγος,babbler,Adj-NMS,G4691,Acts 17,3359
καταγγελεὺς,a proclaimer,N-NMS,G2604,Acts 17,3360
Ἄρειον,Ares,N-AMS,G697,Acts 17,3361
Ἀθηναῖοι,The Athenians,Adj-NMP,G117,Acts 17,3362
δεισιδαιμονεστέρους,very religious,Adj-AMP-C,G1174,Acts 17,3363
ἀναθεωρῶν,beholding,V-PPA-NMS,G333,Acts 17,3364
σεβάσματα,objects of worship,N-ANP,G4574,Acts 17,3365
βωμὸν,an altar,N-AMS,G1041,Acts 17,3366
ΑΓΝΩΣΤΩ,To an unknown,Adj-DMS,G57,Acts 17,3367
εὐσεβεῖτε,you worship,V-PIA-2P,G2151,Acts 17,3368
ἀνθρωπίνων,of men,Adj-GFP,G442,Acts 17,3369
προσδεόμενός,as needing,V-PPM/P-NMS,G4326,Acts 17,3370
ὁροθεσίας,boundaries,N-AFP,G3734,Acts 17,3371
κατοικίας,habitation,N-GFS,G2733,Acts 17,3372
ποιητῶν,poets,N-GMP,G4163,Acts 17,3373
χαράγματι,a graven thing,N-DNS,G5480,Acts 17,3374
τέχνης,of craft,N-GFS,G5078,Acts 17,3375
Θεῖον,Divine Being,Adj-ANS,G2304,Acts 17,3376
ὑπεριδὼν,having overlooked,V-APA-NMS,G5237,Acts 17,3377
Διονύσιος,were Dionysius,N-NMS,G1354,Acts 17,3378
Ἀρεοπαγίτης,Areopagite,N-NMS,G698,Acts 17,3379
Δάμαρις,Damaris,N-NFS,G1152,Acts 17,3380
Κόρινθον,Corinth,N-AFS,G2882,Acts 18,3381
Ἀκύλαν,Aquila,N-AMS,G207,Acts 18,3382
Ποντικὸν,of Pontus,Adj-AMS,G4193,Acts 18,3383
προσφάτως,recently,Adv,G4373,Acts 18,3384
Ἰταλίας,Italy,N-GFS,G2482,Acts 18,3385
Πρίσκιλλαν,Priscilla,N-AFS,G4252,Acts 18,3386
Ῥώμης,Rome,N-GFS,G4516,Acts 18,3387
ὁμότεχνον,same trade,Adj-AMS,G3673,Acts 18,3388
σκηνοποιοὶ,tentmakers,N-NMP,G4635,Acts 18,3389
ἀντιτασσομένων,Opposing,V-PPM-GMP,G498,Acts 18,3390
Τιτίου,Titius,N-GMS,G5103,Acts 18,3391
συνομοροῦσα,adjoining,V-PPA-NFS,G4927,Acts 18,3392
Κρίσπος,Crispus,N-NMS,G2921,Acts 18,3393
Κορινθίων,Corinthians,N-GMP,G2881,Acts 18,3394
Γαλλίωνος,Gallio,N-GMS,G1058,Acts 18,3395
Ἀχαΐας,Achaia,N-GFS,G882,Acts 18,3396
κατεπέστησαν,rose up against,V-AIA-3P,G2721,Acts 18,3397
ἀναπείθει,persuades,V-PIA-3S,G374,Acts 18,3398
ἀδίκημά,unrighteousness,N-NNS,G92,Acts 18,3399
ῥᾳδιούργημα,crime,N-NNS,G4467,Acts 18,3400
ἀπήλασεν,he drove,V-AIA-3S,G556,Acts 18,3401
Σωσθένην,Sosthenes,N-AMS,G4988,Acts 18,3402
Κενχρεαῖς,Cenchrea,N-DFP,G2747,Acts 18,3403
εὐχήν,a vow,N-AFS,G2171,Acts 18,3404
Ἔφεσον,Ephesus,N-AFS,G2181,Acts 18,3405
ἐπένευσεν,he did consent,V-AIA-3S,G1962,Acts 18,3406
Ἀπολλῶς,Apollos,N-NMS,G625,Acts 18,3407
λόγιος,eloquent,Adj-NMS,G3052,Acts 18,3408
ζέων,being fervent,V-PPA-NMS,G2204,Acts 18,3409
προτρεψάμενοι,having encouraged him,V-APM-NMP,G4389,Acts 18,3410
διακατηλέγχετο,he was refuting,V-IIM/P-3S,G1246,Acts 18,3411
ἀνωτερικὰ,upper,Adj-ANP,G510,Acts 19,3412
ἐσκληρύνοντο,were hardened,V-IIM/P-3P,G4645,Acts 19,3413
σχολῇ,lecture hall,N-DFS,G4981,Acts 19,3414
Τυράννου,of Tyrannus,N-GMS,G5181,Acts 19,3415
χρωτὸς,skin,N-GMS,G5559,Acts 19,3416
σιμικίνθια,aprons,N-ANP,G4612,Acts 19,3417
περιερχομένων,itinerant,V-PPM/P-GMP,G4022,Acts 19,3418
ἐξορκιστῶν,exorcists,N-GMP,G1845,Acts 19,3419
Σκευᾶ,of Sceva,N-GMS,G4630,Acts 19,3420
ἐφαλόμενος,having leapt,V-APM-NMS,G2177,Acts 19,3421
περίεργα,magic arts,Adj-ANP,G4021,Acts 19,3422
συνεψήφισαν,they counted up,V-AIA-3P,G4860,Acts 19,3423
Ἔραστον,Erastus,N-AMS,G2037,Acts 19,3424
Δημήτριος,Demetrius,N-NMS,G1216,Acts 19,3425
ἀργυροκόπος,a silversmith,N-NMS,G695,Acts 19,3426
ἀργυροῦς,silver,Adj-AMP,G693,Acts 19,3427
Ἀρτέμιδος,of Artemis,N-GFS,G735,Acts 19,3428
τεχνίταις,craftsmen,N-DMP,G5079,Acts 19,3429
εὐπορία,wealth,N-NFS,G2142,Acts 19,3430
ἀπελεγμὸν,disrepute,N-AMS,G557,Acts 19,3431
θεᾶς,goddess,N-GFS,G2299,Acts 19,3432
Ἐφεσίων,of the Ephesians,Adj-GMP,G2180,Acts 19,3433
συγχύσεως,with confusion,N-GFS,G4799,Acts 19,3434
θέατρον,theatre,N-ANS,G2302,Acts 19,3435
Γάϊον,Gaius,N-AMS,G1050,Acts 19,3436
Ἀρίσταρχον,Aristarchus,N-AMS,G708,Acts 19,3437
συνεκδήμους,fellow travelers,N-AMP,G4898,Acts 19,3438
Ἀσιαρχῶν,Asiarchs,N-GMP,G775,Acts 19,3439
Καταστείλας,Having calmed,V-APA-NMS,G2687,Acts 19,3440
νεωκόρον,temple-keeper,N-AMS,G3511,Acts 19,3441
διοπετοῦς,fallen from the sky,Adj-GNS,G1356,Acts 19,3442
ἀναντιρρήτων,Undeniable,Adj-GNP,G368,Acts 19,3443
προπετὲς,rash,Adj-ANS,G4312,Acts 19,3444
ἱεροσύλους,temple plunderers,Adj-AMP,G2417,Acts 19,3445
ἐγκαλείτωσαν,let them accuse,V-PMA-3P,G1458,Acts 19,3446
ἐννόμῳ,lawful,Adj-DFS,G1772,Acts 19,3447
συστροφῆς,commotion,N-GFS,G4963,Acts 19,3448
Ἑλλάδα,Greece,N-AFS,G1671,Acts 20,3449
γνώμης,a purpose,N-GFS,G1106,Acts 20,3450
Συνείπετο,Was accompanied by,V-IIM/P-3S,G4902,Acts 20,3451
Σώπατρος,Sopater,N-NMS,G4986,Acts 20,3452
Πύρρου,Pyrrhus,N-GMS,G4450,Acts 20,3453
Βεροιαῖος,a Berean,Adj-NMS,G961,Acts 20,3454
Θεσσαλονικέων,of the Thessalonians,N-GMP,G2331,Acts 20,3455
Σεκοῦνδος,Secundus,N-NMS,G4580,Acts 20,3456
Δερβαῖος,of Derbe,Adj-NMS,G1190,Acts 20,3457
Ἀσιανοὶ,the Asians,N-NMP,G774,Acts 20,3458
Τυχικὸς,Tychicus,N-NMS,G5190,Acts 20,3459
Τρόφιμος,Trophimus,N-NMS,G5161,Acts 20,3460
παρέτεινέν,he continued,V-IIA-3S,G3905,Acts 20,3461
Εὔτυχος,Eutychus,N-NMS,G2161,Acts 20,3462
θυρίδος,window,N-GFS,G2376,Acts 20,3463
καταφερόμενος,overpowered,V-PPM/P-NMS,G2702,Acts 20,3464
τριστέγου,third story,N-GNS,G5152,Acts 20,3465
συμπεριλαβὼν,having embraced him,V-APA-NMS,G4843,Acts 20,3466
αὐγῆς,daybreak,N-GFS,G827,Acts 20,3467
μετρίως,a little,Adv,G3357,Acts 20,3468
Ἆσσον,Assos,N-AFS,G789,Acts 20,3469
πεζεύειν,to go on foot,V-PNA,G3978,Acts 20,3470
Μιτυλήνην,Mitylene,N-AFS,G3412,Acts 20,3471
ἄντικρυς,opposite,Prep,G481,Acts 20,3472
Χίου,Chios,N-GFS,G5508,Acts 20,3473
παρεβάλομεν,we arrived,V-AIA-1P,G3846,Acts 20,3474
Σάμον,Samos,N-AFS,G4544,Acts 20,3475
Μίλητον,Miletus,N-AFS,G3399,Acts 20,3476
παραπλεῦσαι,to sail by,V-ANA,G3896,Acts 20,3477
χρονοτριβῆσαι,to spend time,V-ANA,G5551,Acts 20,3478
ταπεινοφροσύνης,humility,N-GFS,G5012,Acts 20,3479
ὑπεστειλάμην,I did shrink back,V-AIM-1S,G5288,Acts 20,3480
μαρτύρομαι,I testify,V-PIM/P-1S,G3143,Acts 20,3481
ἐπισκόπους,overseers,N-AMP,G1985,Acts 20,3482
ἄφιξίν,departure,N-AFS,G867,Acts 20,3483
φειδόμενοι,sparing,V-PPM/P-NMP,G5339,Acts 20,3484
τριετίαν,three years,N-AFS,G5148,Acts 20,3485
νουθετῶν,admonishing,V-PPA-NMS,G3560,Acts 20,3486
μάλιστα,especially,Adv,G3122,Acts 20,3487
Κῶ,Cos,N-AFS,G2972,Acts 21,3488
Ῥόδον,Rhodes,N-AFS,G4499,Acts 21,3489
Πάταρα,Patara,N-ANP,G3959,Acts 21,3490
ἐκεῖσε,There,Adv,G1566,Acts 21,3491
ἀποφορτιζόμενον,unloading,V-PPM/P-NNS,G670,Acts 21,3492
γόμον,cargo,N-AMS,G1117,Acts 21,3493
ἐξαρτίσαι ,had completed,V-ANA,G1822,Acts 21,3494
πλοῦν,voyage,N-AMS,G4144,Acts 21,3495
διανύσαντες,having completed,V-APA-NMP,G1274,Acts 21,3496
Πτολεμαΐδα,Ptolemais,N-AFS,G4424,Acts 21,3497
εὐαγγελιστοῦ,evangelist,N-GMS,G2099,Acts 21,3498
ἐντόπιοι,of that place,Adj-NMP,G1786,Acts 21,3499
συνθρύπτοντές,breaking,V-PPA-NMP,G4919,Acts 21,3500
ἑτοίμως,readiness,Adv,G2093,Acts 21,3501
ἐπισκευασάμενοι,having packed the baggage,V-APM-NMP,G643,Acts 21,3502
Μνάσωνί,Mnason,N-DMS,G3416,Acts 21,3503
ἀσμένως,gladly,Adv,G780,Acts 21,3504
ἀποστασίαν,apostasy,N-AFS,G646,Acts 21,3505
ξυρήσονται,they will shave,V-FIM-3P,G3587,Acts 21,3506
στοιχεῖς,you walk orderly,V-PIA-2S,G4748,Acts 21,3507
ἐκπλήρωσιν,fulfillment,N-AFS,G1604,Acts 21,3508
ἁγνισμοῦ,purification,N-GMS,G49,Acts 21,3509
προσφορά,sacrifice,N-NFS,G4376,Acts 21,3510
συνδρομὴ,a rushing together,N-NFS,G4890,Acts 21,3511
φάσις,a report,N-NFS,G5334,Acts 21,3512
κατέδραμεν,ran down,V-AIA-3S,G2701,Acts 21,3513
ἀσφαλὲς,facts,Adj-ANS,G804,Acts 21,3514
ἀναβαθμούς,stairs,N-AMP,G304,Acts 21,3515
Σικαρίων,Assassins,N-GMP,G4607,Acts 21,3516
ἀσήμου,insignificant,Adj-GFS,G767,Acts 21,3517
σιγῆς,silence,N-GFS,G4602,Acts 21,3518
Ἑβραΐδι,Hebrew,Adj-DFS,G1446,Acts 21,3519
νυνὶ,now,Adv,G3570,Acts 22,3520
ἀπολογίας,defense,N-GFS,G627,Acts 22,3521
ἡσυχίαν,quiet,N-AFS,G2271,Acts 22,3522
ἀκρίβειαν,exactness,N-AFS,G195,Acts 22,3523
